CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C100001541	PC5	7051	0.18851	0.056082	0.00028402	11.878	-3493.74	-3499.679	0.187487	0.807085	0.994572	0.05611	0.056393	0.016807
C100001548	PC5	3618	0.083993	0.099486	0.20187	0.697	-1786.395	-1786.744	0.083298	0.908428	0.991726	0.098815	0.099537	0.02339
C100001550	PC5	6987	0.182561	0.056878	0.00050417	10.812	-3445.073	-3450.479	0.180654	0.808904	0.989558	0.056595	0.056934	0.016796
C100001551	PC5	7053	0.315017	0.057431	8.6067e-09	31.786	-3498.944	-3514.837	0.314825	0.684566	0.999391	0.05826	0.057219	0.016952
C100001552	PC5	7053	0.291123	0.057679	1.6468e-07	26.069	-3508.047	-3521.082	0.291466	0.709713	1.001179	0.058496	0.057678	0.016969
C100001553	PC5	7050	0.194414	0.056921	0.00026256	12.024	-3472.151	-3478.163	0.192229	0.796534	0.988763	0.056633	0.056817	0.016714
C100001554	PC5	6809	0.297473	0.059545	1.9043e-07	25.789	-3386.555	-3399.449	0.297855	0.70343	1.001286	0.060408	0.059512	0.017275
C100001556	PC5	7055	0.095242	0.056091	0.043552	2.927	-3488.563	-3490.026	0.094365	0.89643	0.990796	0.055675	0.056874	0.016709
C100001557	PC5	7031	0.108152	0.056335	0.026465	3.746	-3476.953	-3478.826	0.107185	0.883871	0.991056	0.055956	0.05703	0.016745
C100001561	PC5	4474	0.255855	0.083662	0.0010444	9.47	-2208.891	-2213.626	0.254007	0.738772	0.99278	0.083703	0.083167	0.021085
C100001562	PC5	7055	0.143421	0.05655	0.0051904	6.568	-3459.84	-3463.125	0.141063	0.842493	0.983556	0.055823	0.05652	0.016601
C100001563	PC5	6934	0.169886	0.056836	0.0011409	9.308	-3475.055	-3479.709	0.170823	0.834694	1.005516	0.05743	0.0579	0.017128
C100001565	PC5	6667	0.114993	0.0592	0.025489	3.809	-3328.52	-3330.424	0.115064	0.885556	1.000621	0.059377	0.060398	0.017363
C100001566	PC5	7055	0.087758	0.05613	0.05808	2.468	-3529.964	-3531.198	0.087968	0.914427	1.002395	0.056353	0.057639	0.016903
C100001567	PC5	7046	0.354312	0.057495	1.9085e-10	39.204	-3468.332	-3487.935	0.351878	0.64125	0.993128	0.058169	0.056743	0.016878
C100001569	PC5	7042	0.344817	0.057148	3.0876e-10	38.265	-3492.322	-3511.455	0.344866	0.655277	1.000143	0.058178	0.056853	0.016995
C100001570	PC5	7052	0.285597	0.056287	7.3963e-08	27.616	-3506.017	-3519.825	0.285758	0.714805	1.000563	0.057034	0.056343	0.016952
C100001571	PC5	7051	0.384398	0.056831	8.1163e-13	49.893	-3501.927	-3526.874	0.385602	0.617529	1.003131	0.058261	0.056551	0.017059
C100001577	PC5	5195	0.769401	0.071142	0	113.075	-2538.778	-2595.315	0.772216	0.231443	1.003659	0.076273	0.070545	0.020179
C100001579	PC5	7055	0.156138	0.056983	0.0029584	7.575	-3518.78	-3522.568	0.156199	0.844193	1.000392	0.057246	0.057808	0.01689
C100001580	PC5	6276	0.060161	0.060857	0.1568	1.015	-3075.429	-3075.937	0.059078	0.922911	0.981988	0.059812	0.061365	0.017552
C100001586	PC5	6246	0.091792	0.062435	0.070604	2.165	-3103.615	-3104.697	0.091403	0.904365	0.995768	0.062273	0.063468	0.017849
C100001590	PC5	5950	1e-06	0.062151	0.5	0	-3038.349	-3038.349	1e-06	1.022672	1.022673	0.06356	0.065903	0.018763
C100001593	PC5	7055	0.358053	0.057247	8.5564e-11	40.771	-3515.425	-3535.811	0.359971	0.645388	1.005359	0.058655	0.057186	0.017077
C100001594	PC5	3899	0.159866	0.092176	0.039493	3.086	-1955.83	-1957.373	0.161001	0.846096	1.007097	0.093116	0.093689	0.022866
C100001596	PC5	5467	0.130601	0.069516	0.028053	3.649	-2718.894	-2720.718	0.13026	0.867134	0.997394	0.069526	0.070348	0.01912
C100001597	PC5	7023	0.117213	0.055774	0.015917	4.607	-3489.832	-3492.136	0.116742	0.87924	0.995982	0.055693	0.056708	0.01684
C100001604	PC5	6382	0.066996	0.059579	0.12461	1.328	-3199.48	-3200.144	0.067288	0.937067	1.004355	0.059904	0.061383	0.017806
C100001605	PC5	7055	0.065846	0.054445	0.10657	1.55	-3527.167	-3527.942	0.065933	0.935381	1.001313	0.054571	0.056158	0.016879
C100001609	PC5	7055	0.203105	0.057006	0.00016237	12.922	-3502.336	-3508.797	0.202452	0.79433	0.996782	0.057206	0.057299	0.016847
C100001611	PC5	6644	0.196742	0.060355	0.00054719	10.661	-3345.871	-3351.201	0.198905	0.812091	1.010996	0.061392	0.061529	0.017605
C100001612	PC5	4525	0.74351	0.071214	0	163.267	-2153.804	-2235.438	0.726318	0.25056	0.976878	0.074062	0.068769	0.020918
C100001613	PC5	7054	0.505582	0.055782	0	87.198	-3516.445	-3560.044	0.511882	0.500579	1.012462	0.058583	0.055685	0.0173
C100001614	PC5	7055	0.460545	0.05566	0	73.917	-3492.882	-3529.841	0.46208	0.541254	1.003335	0.057591	0.055179	0.017106
C100001615	PC5	7029	0.161247	0.056541	0.0018917	8.385	-3512.709	-3516.902	0.161652	0.840855	1.002506	0.05694	0.057468	0.016959
C100001618	PC5	6529	0.086595	0.060952	0.080134	1.972	-3259.769	-3260.755	0.086629	0.913767	1.000397	0.06107	0.062276	0.017539
C100001620	PC5	7055	0.032108	0.055865	0.2845	0.324	-3503.402	-3503.564	0.031923	0.96231	0.994233	0.055561	0.057399	0.016754
C100001624	PC5	6270	0.139384	0.061439	0.0098665	5.435	-3144.495	-3147.213	0.14019	0.865593	1.005783	0.062001	0.062762	0.018007
C100001635	PC5	6113	0.112533	0.064766	0.043718	2.921	-3021.145	-3022.605	0.11147	0.87909	0.99056	0.064286	0.065328	0.017948
C100001651	PC5	3003	0.163746	0.109415	0.060087	2.415	-1496.318	-1497.526	0.163934	0.837217	1.001151	0.109832	0.110605	0.025894
C100001652	PC5	7029	0.21571	0.056576	4.242e-05	15.447	-3452.045	-3459.768	0.212801	0.773711	0.986512	0.056234	0.056238	0.016708
C100001654	PC5	7055	0.254133	0.058139	6.9906e-06	18.872	-3498.699	-3508.135	0.253399	0.743713	0.997112	0.058554	0.058085	0.016879
C100001655	PC5	6982	0.176911	0.057686	0.0010547	9.452	-3422.27	-3426.996	0.174024	0.809659	0.983683	0.057038	0.057393	0.016701
C100001657	PC5	7029	0.186662	0.056568	0.00037095	11.381	-3457.835	-3463.525	0.184323	0.803148	0.987471	0.056184	0.056467	0.016713
C100001658	PC5	6816	0.137871	0.05748	0.007177	5.994	-3340.008	-3343.005	0.135488	0.847231	0.982719	0.056676	0.057464	0.016873
C100001662	PC5	7053	0.224645	0.056639	2.6459e-05	16.341	-3541.478	-3549.649	0.22661	0.782138	1.008747	0.057599	0.057498	0.017061
C100001664	PC5	3413	1e-06	0.103811	0.5	0	-1661	-1661	1e-06	0.976574	0.976575	0.101379	0.103305	0.02367
C100001668	PC5	7044	0.183657	0.056843	0.0005334	10.708	-3501.148	-3506.502	0.183205	0.814333	0.997537	0.057023	0.05732	0.016865
C100001674	PC5	5767	0.273988	0.067921	2.0901e-05	16.788	-2903.85	-2912.244	0.277505	0.73533	1.012835	0.069498	0.068813	0.018964
C100001710	PC5	5459	0.135531	0.070831	0.028022	3.651	-2684.327	-2686.153	0.133672	0.852614	0.986286	0.070058	0.070801	0.018922
C100001723	PC5	4277	0.084275	0.083951	0.15351	1.043	-2106.381	-2106.903	0.083222	0.904279	0.987501	0.082983	0.084534	0.021381
C100001731	PC5	5653	0.17835	0.067622	0.003517	7.264	-2785.788	-2789.42	0.176497	0.813112	0.989608	0.06725	0.067528	0.018676
C100001733	PC5	6884	0.16695	0.056745	0.0012201	9.185	-3425.099	-3429.691	0.166647	0.831536	0.998183	0.05691	0.057433	0.017062
C100001734	PC5	7029	0.172584	0.056206	0.00080259	9.954	-3507.091	-3512.068	0.172772	0.828316	1.001087	0.056552	0.057002	0.016937
C100001739	PC5	7055	0.116394	0.057293	0.022325	4.032	-3529.042	-3531.058	0.116693	0.88588	1.002574	0.057586	0.058529	0.016915
C100001740	PC5	7045	1e-06	0.054233	0.5	0	-3475.112	-3475.112	1e-06	0.987178	0.987179	0.053537	0.055619	0.016644
C100001743	PC5	6638	0.259225	0.060272	5.1041e-06	19.472	-3264.161	-3273.897	0.256307	0.732435	0.988742	0.060186	0.059739	0.01725
C100001755	PC5	7055	0.220348	0.056536	3.428e-05	15.85	-3510.453	-3518.378	0.220241	0.779274	0.999515	0.056953	0.056899	0.0169
C100001756	PC5	7055	0.122639	0.055655	0.012217	5.064	-3564.055	-3566.587	0.124195	0.888495	1.01269	0.056519	0.057491	0.017086
C100001757	PC5	6284	0.053171	0.061196	0.19033	0.769	-3144.07	-3144.454	0.053278	0.948727	1.002005	0.061353	0.063147	0.017892
C100001765	PC5	5683	0.104625	0.065895	0.0516	2.655	-2835.321	-2836.649	0.104632	0.895432	1.000064	0.066025	0.067205	0.018794
C100001767	PC5	6682	0.155395	0.057376	0.0022631	8.06	-3295.302	-3299.331	0.153731	0.835564	0.989296	0.056999	0.057652	0.01716
C100001768	PC5	1954	0.299429	0.160506	0.028221	3.639	-942.268	-944.088	0.292264	0.683807	0.97607	0.157816	0.156169	0.031411
C100001776	PC5	6636	0.179734	0.05926	0.00096821	9.609	-3298.888	-3303.692	0.179314	0.818346	0.99766	0.059434	0.05978	0.017375
C100001777	PC5	7043	0.17963	0.056544	0.00062605	10.412	-3472.172	-3477.378	0.177727	0.811677	0.989404	0.056249	0.056599	0.016727
C100001778	PC5	7050	0.235593	0.056426	8.1088e-06	18.589	-3454.851	-3464.145	0.232049	0.752909	0.984959	0.056072	0.055875	0.016666
C100001784	PC5	5863	0.185686	0.067022	0.0026347	7.785	-2887.271	-2891.163	0.183602	0.805172	0.988775	0.066623	0.066779	0.018328
C100001786	PC5	5377	0.083013	0.070011	0.11495	1.441	-2672.532	-2673.253	0.082692	0.913449	0.996141	0.069829	0.071188	0.019241
C100001791	PC5	1125	1e-06	0.221491	0.5	0	-549.641	-549.641	1e-06	0.99336	0.993361	0.22002	0.222603	0.042013
C100001793	PC5	374	0.447702	0.478392	0.16294	0.965	-156.139	-156.621	0.410217	0.506054	0.916271	0.445098	0.432877	0.068751
C100001795	PC5	401	0.571242	0.460563	0.096121	1.7	-176.375	-177.225	0.546928	0.410509	0.957437	0.451031	0.435644	0.069693
C100001806	PC5	5899	0.213783	0.066087	0.0005109	10.788	-2914.89	-2920.284	0.212182	0.780327	0.992509	0.066031	0.065987	0.018347
C100001808	PC5	3199	1e-06	0.110005	0.5	0	-1573.488	-1573.475	1e-06	0.983381	0.983382	0.108177	0.108766	0.024661
C100001809	PC5	2587	0.135018	0.125526	0.13413	1.226	-1276.074	-1276.687	0.133958	0.858195	0.992153	0.124829	0.125349	0.027672
C100001810	PC5	7055	0.12448	0.056539	0.01357	4.882	-3517.129	-3519.57	0.124397	0.874931	0.999328	0.056662	0.057559	0.016862
C100001843	PC5	5895	0.085823	0.063826	0.083068	1.917	-2924.683	-2925.642	0.085326	0.90889	0.994217	0.063546	0.064907	0.01834
C100001851	PC5	7053	0.112155	0.056138	0.021696	4.08	-3487.811	-3489.851	0.111159	0.879965	0.991124	0.055773	0.056803	0.016722
C100001856	PC5	6984	0.373755	0.057911	2.3708e-11	43.281	-3450.814	-3472.454	0.372848	0.624725	0.997573	0.05896	0.057329	0.017041
C100001859	PC5	1927	1e-06	0.157475	0.5	0	-952.399	-952.399	1e-06	0.994919	0.99492	0.156675	0.158683	0.032125
C100001868	PC5	7046	0.202019	0.056417	0.00012126	13.469	-3517.426	-3524.16	0.202485	0.799822	1.002307	0.056927	0.057064	0.01695
C100001869	PC5	7053	0.433129	0.05791	1.1713e-14	58.22	-3503.541	-3532.651	0.435463	0.569926	1.00539	0.059805	0.057548	0.017138
C100001870	PC5	7037	0.440182	0.057086	1.3878e-15	62.381	-3485.478	-3516.668	0.441433	0.561408	1.002841	0.058867	0.056587	0.017113
C100001872	PC5	6049	0.017609	0.063601	0.3921	0.075	-2980.138	-2980.175	0.017373	0.969232	0.986605	0.062759	0.064733	0.017955
C100001876	PC5	6638	0.187471	0.059476	0.00066846	10.291	-3326.169	-3331.314	0.188526	0.817102	1.005628	0.060143	0.060444	0.017512
C100001882	PC5	6512	0.449825	0.061057	2.4591e-14	56.764	-3206.099	-3234.481	0.448497	0.548551	0.997048	0.062591	0.060162	0.01769
C100001925	PC5	6219	0.210604	0.061777	0.00020319	12.503	-3100.685	-3106.936	0.210822	0.790212	1.001034	0.062246	0.062385	0.018013
C100001948	PC5	6905	0.299734	0.057454	3.9594e-08	28.826	-3487.364	-3501.777	0.304829	0.712169	1.016998	0.059234	0.058358	0.017422
C100001950	PC5	7054	0.250134	0.056904	3.7293e-06	20.072	-3496.161	-3506.197	0.249238	0.747178	0.996416	0.05726	0.056893	0.016863
C100001951	PC5	6357	0.360582	0.062735	3.409e-09	33.586	-3137.082	-3153.875	0.359152	0.636884	0.996036	0.063635	0.062055	0.017824
C100001956	PC5	7054	0.038313	0.055394	0.24399	0.481	-3460.21	-3460.45	0.037636	0.944679	0.982315	0.054438	0.056218	0.016556
C100001977	PC5	6936	0.038326	0.05632	0.2479	0.464	-3411.688	-3411.92	0.037751	0.947251	0.985003	0.055499	0.057273	0.016742
C100001987	PC5	7055	0.274795	0.057643	7.2839e-07	23.204	-3516.051	-3527.653	0.275524	0.727129	1.002653	0.05847	0.057817	0.016983
C100001988	PC5	7020	0.447017	0.057417	1.7208e-15	62.026	-3472.81	-3503.823	0.447846	0.554009	1.001855	0.059189	0.05684	0.017122
C100001989	PC5	7055	0.735163	0.055153	0	174.392	-3452.082	-3539.278	0.741221	0.267019	1.00824	0.059903	0.054719	0.01746
C100001990	PC5	7053	0.394085	0.056467	2.9332e-13	51.891	-3463.78	-3489.725	0.391103	0.601331	0.992434	0.057334	0.055566	0.016879
C100001992	PC5	7055	0.324829	0.057618	6.2768e-09	32.399	-3566.769	-3582.969	0.330958	0.68791	1.018868	0.059638	0.058468	0.017286
C100001993	PC5	7055	0.537303	0.057037	0	89.228	-3497.876	-3542.49	0.541967	0.466713	1.00868	0.059908	0.056636	0.017275
C100001994	PC5	7053	0.47568	0.056407	0	75.909	-3505.91	-3543.864	0.479529	0.528561	1.00809	0.058739	0.056121	0.017207
C100001999	PC5	7031	0.504913	0.057054	0	80.807	-3472.482	-3512.886	0.506487	0.496631	1.003118	0.059332	0.056404	0.017178
C100002003	PC5	3200	0.178612	0.108984	0.048504	2.754	-1587.937	-1589.314	0.178328	0.820084	0.998412	0.109299	0.108932	0.025083
C100002008	PC5	5084	0.420828	0.07492	6.5926e-09	32.304	-2513.49	-2529.641	0.420164	0.578257	0.99842	0.076345	0.074201	0.019982
C100002009	PC5	6421	0.409221	0.06183	9.7182e-12	45.027	-3153.284	-3175.797	0.406196	0.586413	0.992609	0.062794	0.060803	0.017699
C100002014	PC5	6625	0.415011	0.060039	8.4582e-13	49.812	-3265.457	-3290.364	0.413537	0.58291	0.996446	0.061271	0.059257	0.017495
C100002015	PC5	4110	0.202761	0.090948	0.014298	4.792	-2034.392	-2036.788	0.201634	0.792808	0.994442	0.09089	0.090818	0.022016
C100002017	PC5	6610	0.470841	0.059268	1.1102e-16	67.569	-3266.294	-3300.078	0.471663	0.530083	1.001746	0.061231	0.058633	0.017652
C100002018	PC5	6717	0.597777	0.059724	0	96.707	-3268.842	-3317.196	0.593458	0.399317	0.992775	0.062165	0.058341	0.017469
C100002021	PC5	6560	0.311948	0.060819	9.751e-08	27.082	-3296.314	-3309.855	0.315633	0.696179	1.011811	0.062396	0.0614	0.017784
C100002023	PC5	2980	0.178463	0.11531	0.060311	2.409	-1436.029	-1437.233	0.173234	0.797466	0.9707	0.112396	0.112133	0.02526
C100002024	PC5	6341	0.387545	0.063218	3.548e-10	37.994	-3156.88	-3175.877	0.389345	0.6153	1.004646	0.064783	0.063044	0.018001
C100002026	PC5	6893	0.459778	0.05815	2.7756e-16	65.692	-3410.3	-3443.146	0.460917	0.54156	1.002477	0.060057	0.057573	0.017297
C100002027	PC5	7045	0.619756	0.055981	0	122.563	-3408.048	-3469.329	0.613167	0.376201	0.989368	0.058429	0.054454	0.017025
C100002028	PC5	7049	0.386421	0.057362	4.7495e-12	46.429	-3497.445	-3520.66	0.387281	0.614945	1.002227	0.058758	0.057003	0.01705
C100002029	PC5	6857	0.275861	0.058952	1.2976e-06	22.095	-3454.328	-3465.375	0.279565	0.733862	1.013427	0.060427	0.059774	0.017408
C100002049	PC5	5724	1e-06	0.064478	0.5	0	-2869.058	-2869.058	1e-06	1.003506	1.003507	0.064704	0.066901	0.018772
C100002060	PC5	7055	0.199878	0.05715	0.00021486	12.398	-3516.004	-3522.203	0.199993	0.800583	1.000576	0.057558	0.057676	0.01691
C100002061	PC5	5800	0.186735	0.067644	0.0028855	7.62	-2872.321	-2876.131	0.185598	0.808315	0.993913	0.067568	0.067839	0.018513
C100002063	PC5	7053	0.310912	0.057779	2.9305e-08	29.409	-3529.794	-3544.498	0.313411	0.694628	1.008039	0.059096	0.058069	0.017097
C100002067	PC5	7053	0.440431	0.057375	4.1633e-15	60.253	-3437.634	-3467.761	0.434738	0.552335	0.987073	0.05823	0.055971	0.016827
C100002070	PC5	6715	0.117403	0.059379	0.024471	3.877	-3377.327	-3379.266	0.118365	0.889828	1.008193	0.060018	0.06095	0.017436
C100002094	PC5	7028	0.185969	0.056731	0.00040949	11.198	-3441.764	-3447.363	0.182819	0.800244	0.983063	0.056092	0.056378	0.016639
C100002102	PC5	7044	0.15962	0.056609	0.0022388	8.079	-3522.529	-3526.569	0.160112	0.842973	1.003084	0.057033	0.057587	0.016949
C100002103	PC5	3799	0.002919	0.091446	0.48713	0.001	-1880.142	-1880.143	0.002896	0.989357	0.992253	0.090739	0.093013	0.022791
C100002106	PC5	7050	0.274719	0.057218	5.4955e-07	23.746	-3485.765	-3497.638	0.273283	0.721487	0.99477	0.057585	0.05696	0.016854
C100002107	PC5	7050	0.22008	0.056215	2.6198e-05	16.359	-3507.668	-3515.847	0.219955	0.779476	0.99943	0.056625	0.056589	0.016904
C100002113	PC5	6216	0.140758	0.062874	0.011946	5.103	-3115.885	-3118.436	0.141486	0.863684	1.00517	0.063403	0.064164	0.018072
C100002122	PC5	7025	0.143797	0.056206	0.0044936	6.825	-3472.451	-3475.863	0.142538	0.848706	0.991244	0.055918	0.056648	0.016766
C100002126	PC5	7051	0.582527	0.056015	0	111.104	-3473.63	-3529.182	0.585396	0.41953	1.004927	0.059038	0.05537	0.017249
C100002128	PC5	4555	0.270478	0.08251	0.00049365	10.851	-2278.761	-2284.187	0.272365	0.734611	1.006976	0.083866	0.082951	0.021225
C100002129	PC5	6918	0.467876	0.058137	1.6653e-16	66.662	-3415.857	-3449.188	0.468161	0.532448	1.000609	0.059976	0.057443	0.017237
C100002135	PC5	2136	0.037717	0.142273	0.39246	0.074	-1088.013	-1088.05	0.038654	0.986191	1.024844	0.145831	0.148426	0.031408
C100002137	PC5	589	0.094433	0.337026	0.38686	0.083	-282.202	-282.244	0.093406	0.895718	0.989124	0.333559	0.336009	0.057957
C100002152	PC5	6689	0.555112	0.058495	0	93.288	-3307.723	-3354.366	0.558795	0.447839	1.006634	0.061417	0.057985	0.017703
C100002154	PC5	7038	0.203013	0.055722	7.4347e-05	14.389	-3536.567	-3543.761	0.204826	0.804106	1.008932	0.056603	0.056773	0.01707
C100002171	PC5	6443	0.12001	0.060223	0.02124	4.116	-3196.086	-3198.144	0.119344	0.875105	0.994449	0.060045	0.060998	0.017557
C100002173	PC5	7053	0.027159	0.054686	0.30777	0.252	-3477.047	-3477.173	0.026807	0.960253	0.98706	0.053993	0.055926	0.016635
C100002183	PC5	3393	0.020045	0.102822	0.42351	0.037	-1741.014	-1741.033	0.020648	1.009434	1.030082	0.105921	0.108485	0.025032
C100002185	PC5	6116	0.094737	0.061649	0.056125	2.522	-3063.918	-3065.179	0.095103	0.908765	1.003867	0.061988	0.063329	0.01818
C100002196	PC5	6945	1e-06	0.056914	0.5	0	-3483.697	-3483.697	1e-06	1.003423	1.003424	0.057109	0.058997	0.017041
C100002199	PC5	7046	0.092978	0.055332	0.042952	2.949	-3504.801	-3506.276	0.092661	0.903934	0.996596	0.05524	0.056515	0.016816
C100002204	PC5	4753	0.115291	0.077603	0.06634	2.261	-2352.443	-2353.573	0.114385	0.877754	0.992139	0.077113	0.078443	0.020378
C100002227	PC5	4764	0.132301	0.077925	0.042405	2.97	-2381.126	-2382.612	0.132639	0.869911	1.002549	0.07832	0.079183	0.020585
C100002241	PC5	2295	0.088802	0.140459	0.26458	0.396	-1127.427	-1127.625	0.087818	0.901106	0.988924	0.139014	0.140559	0.029248
C100002249	PC5	1433	0.238699	0.195245	0.10341	1.594	-693.185	-693.982	0.233787	0.745636	0.979423	0.19208	0.191192	0.036769
C100002253	PC5	6606	0.093421	0.058419	0.05155	2.657	-3309.004	-3310.332	0.093763	0.909896	1.003659	0.058732	0.060023	0.01749
C100002259	PC5	7055	0.258007	0.056727	1.6953e-06	21.582	-3508.402	-3519.193	0.258	0.741974	0.999974	0.05732	0.056881	0.016926
C100002284	PC5	7051	0.103368	0.055622	0.029325	3.575	-3437.832	-3439.62	0.101022	0.87628	0.977301	0.054474	0.0556	0.016488
C100002293	PC5	6239	0.225582	0.06249	0.00010298	13.776	-3048.24	-3055.128	0.221437	0.760191	0.981629	0.061802	0.06172	0.017646
C100002356	PC5	7053	0.079329	0.056019	0.077678	2.019	-3542.249	-3543.259	0.07981	0.926256	1.006066	0.056434	0.057815	0.016965
C100002367	PC5	7053	0.19447	0.055777	0.00015247	13.04	-3458.994	-3465.514	0.191489	0.793183	0.984672	0.055269	0.055506	0.016639
C100002397	PC5	7048	0.18517	0.056341	0.00040189	11.232	-3524.446	-3530.062	0.185841	0.817784	1.003624	0.05687	0.057179	0.016963
C100002405	PC5	431	0.257322	0.423143	0.27595	0.354	-203.027	-203.204	0.256968	0.741657	0.998626	0.424159	0.422083	0.068672
C100002417	PC5	6947	0.107385	0.055994	0.024226	3.894	-3490.715	-3492.662	0.108136	0.898857	1.006992	0.056511	0.057648	0.017117
C100002458	PC5	7050	0.145298	0.05734	0.0058838	6.346	-3507.255	-3510.428	0.144952	0.852665	0.997616	0.057416	0.058067	0.016846
C100002462	PC5	5624	0.165489	0.067076	0.005419	6.492	-2818.623	-2821.868	0.166386	0.839033	1.005419	0.067707	0.068313	0.019007
C100002466	PC5	7055	0.166886	0.056432	0.0013423	9.01	-3589.166	-3593.671	0.170357	0.850442	1.020799	0.057881	0.058372	0.017238
C100002488	PC5	7023	0.175465	0.056022	0.00062437	10.417	-3580.457	-3585.666	0.179539	0.843681	1.02322	0.057624	0.058054	0.017321
C100002500	PC5	5658	0.133658	0.066773	0.01975	4.239	-2771.542	-2773.661	0.131318	0.851178	0.982496	0.065793	0.066637	0.018512
C100002514	PC5	6336	0.209551	0.061781	0.00027277	11.953	-3080.687	-3086.664	0.204669	0.772032	0.976701	0.060744	0.060806	0.017417
C100002528	PC5	7055	0.167893	0.056966	0.0015398	8.76	-3492.329	-3496.709	0.166744	0.826411	0.993155	0.056847	0.05729	0.016772
C100002537	PC5	6703	0.21078	0.058518	0.00010268	13.781	-3312.577	-3319.468	0.209204	0.783321	0.992526	0.058492	0.058546	0.017211
C100002544	PC5	5357	0.040297	0.068336	0.27188	0.369	-2646.679	-2646.863	0.039885	0.949903	0.989788	0.067666	0.06954	0.019145
C100002568	PC5	3087	0.045058	0.108235	0.33815	0.174	-1521.707	-1521.794	0.044571	0.944625	0.989196	0.107092	0.109326	0.025207
C100002679	PC5	6946	0.099893	0.056316	0.035649	3.253	-3394.833	-3396.459	0.09785	0.881702	0.979552	0.055272	0.056448	0.016649
C100002717	PC5	1392	0.491835	0.200817	0.005104	6.598	-694.586	-697.885	0.499514	0.516098	1.015612	0.207159	0.202489	0.038871
C100002719	PC5	1156	0.582657	0.239615	0.0065831	6.147	-572.02	-575.094	0.591612	0.423757	1.015369	0.24821	0.241307	0.042813
C100002734	PC5	659	0.167678	0.33613	0.31091	0.243	-319.007	-319.128	0.168067	0.834252	1.002319	0.337749	0.33656	0.055633
C100002749	PC5	7054	0.150692	0.056688	0.0036861	7.18	-3494.35	-3497.94	0.149715	0.843803	0.993518	0.056544	0.057169	0.016773
C100002751	PC5	1214	0.229518	0.224013	0.15366	1.042	-605.812	-606.333	0.232469	0.780387	1.012856	0.227451	0.227904	0.041243
C100002761	PC5	6923	0.445844	0.058061	3.7748e-15	60.439	-3433.404	-3463.624	0.447785	0.556568	1.004353	0.059987	0.05762	0.017285
C100002769	PC5	7032	0.196646	0.056247	0.00017283	12.805	-3490.399	-3496.802	0.195957	0.800541	0.996498	0.056411	0.056608	0.016866
C100002773	PC5	1733	0.194912	0.165756	0.11058	1.497	-831.56	-832.309	0.189481	0.782656	0.972136	0.161893	0.160767	0.033239
